show_id,title,type,platform,primary_genre,imdb_rating,rotten_tomatoes_score,duration_minutes,release_year,hours_watched_million,engagement,score,release_period,total_titles,avg_imdb,avg_rt,total_hours_watched_million,avg_budget,total_awards
s9704,When the Stars Fall,Movie,Amazon Prime Video,Sci-Fi,6.0,55,128.0,1981,0,0,5.8,Older,873,6.85,68.19,83711,48.59,303
s9705,Only Murders,TV Show,Disney+,Mystery,8.5,65,,1991,358,358,7.7,Older,368,6.97,69.91,26928,18.61,156
s9706,A Fragile Heart,Movie,Netflix,Adventure,6.9,65,97.0,2023,26,26,6.74,Recent,332,6.86,67.9,29049,19.63,104
s9707,The Hunter,Movie,Disney+,Fantasy,7.5,77,98.0,2000,235,235,7.58,Older,286,6.76,67.0,13827,49.88,83
s9708,The Last Whisper,Movie,HBO Max,Animation,5.9,62,92.0,2003,10,10,6.02,Older,876,6.8,67.75,72738,52.61,267
s9709,The Astronaut,Movie,Netflix,Action,7.4,71,158.0,2025,53,53,7.28,Recent,1078,6.78,67.18,72029,49.17,321
s9710,The Boys,TV Show,Netflix,Drama,5.4,49,,2021,8,8,5.2,Recent,2832,6.82,67.28,188250,20.92,853
s9711,The Witcher: Uprising,TV Show,Amazon Prime Video,Sci-Fi,5.0,31,,2015,1,1,4.24,Mid,873,6.85,68.19,83711,48.59,303
s9712,A Broken Promise,Movie,Apple TV+,Comedy,7.5,71,94.0,2025,8,8,7.34,Recent,2180,6.86,68.5,152111,20.3,694
s9713,When You Return,Movie,Disney+,Drama,6.9,69,136.0,2025,2,2,6.9,Recent,2832,6.82,67.28,188250,20.92,853
s9714,A Dark Mirror,Movie,Peacock,Animation,7.7,74,84.0,2018,1,1,7.58,Recent,876,6.8,67.75,72738,52.61,267
s9715,Wednesday: Origins,TV Show,Disney+,Sci-Fi,5.4,60,,2010,17,17,5.64,Mid,873,6.85,68.19,83711,48.59,303
s9716,The Empress,TV Show,HBO Max,Kids,5.7,57,,2020,31,31,5.7,Recent,388,6.81,67.13,28861,,114
s9717,Between Tomorrow and Never,Movie,JioCinema,Action,7.9,75,99.0,2025,61,61,7.74,Recent,1078,6.78,67.18,72029,49.17,321
s9718,Ted Lasso,TV Show,Amazon Prime Video,Drama,7.6,76,,1990,13,13,7.6,Older,2832,6.82,67.28,188250,20.92,853
s9719,The Last Journey,Movie,Amazon Prime Video,Documentary,6.9,63,82.0,2025,87,87,6.66,Recent,1065,6.91,68.65,61809,3.64,360
s9720,When You Return,Movie,Netflix,Action,8.4,78,101.0,2004,53,53,8.16,Older,1078,6.78,67.18,72029,49.17,321
s9721,Midnight,Movie,Netflix,Crime,5.7,56,101.0,2008,14,14,5.66,Mid,1002,6.83,68.01,65679,20.92,261
s9722,The Boys,TV Show,Disney+,Animation,5.5,43,,2023,0,0,5.02,Recent,876,6.8,67.75,72738,52.61,267
s9723,The Watchmaker,Movie,Netflix,Thriller,7.4,72,128.0,1990,4,4,7.32,Older,1155,6.79,67.52,83691,20.39,367
s9724,The Witcher: Revenge,TV Show,Hulu,Thriller,5.5,38,,2009,1,1,4.82,Mid,1155,6.79,67.52,83691,20.39,367
s9725,In the Shadow of Giants,Movie,Apple TV+,Drama,6.5,70,103.0,2014,0,0,6.7,Mid,2832,6.82,67.28,188250,20.92,853
s9726,The Last Light,Movie,Netflix,Adventure,6.9,71,111.0,2022,87,87,6.98,Recent,332,6.86,67.9,29049,19.63,104
s9727,When Love Breaks,Movie,Amazon Prime Video,Horror,7.9,72,79.0,2024,12,12,7.62,Recent,519,6.55,64.52,39706,21.33,128
s9728,Narcos,TV Show,Amazon Prime Video,Kids,6.7,53,,2020,10,10,6.14,Recent,388,6.81,67.13,28861,,114
s9729,The Last Light,Movie,Hulu,Documentary,8.7,89,64.0,2024,0,0,8.78,Recent,1065,6.91,68.65,61809,3.64,360
s9730,When You Return,Movie,Hulu,Drama,4.0,38,130.0,2009,3,3,3.92,Mid,2832,6.82,67.28,188250,20.92,853
s9731,Fallout: Uprising,TV Show,Disney+,Thriller,8.2,86,,2008,4,4,8.36,Mid,1155,6.79,67.52,83691,20.39,367
s9732,When You Return,Movie,Netflix,Action,9.6,96,114.0,2026,19,19,9.6,Recent,1078,6.78,67.18,72029,49.17,321
s9733,The Gentlemen,TV Show,Amazon Prime Video,Comedy,8.4,87,,2024,8,8,8.52,Recent,2180,6.86,68.5,152111,20.3,694
s9734,The Diplomat,TV Show,Hulu,Thriller,5.1,64,,2026,0,0,5.62,Recent,1155,6.79,67.52,83691,20.39,367
s9735,The Empress,TV Show,Paramount+,Reality TV,5.9,54,,2024,13,13,5.7,Recent,618,6.56,65.36,37974,,146
s9736,In the Heart of Winter,Movie,Disney+,Thriller,6.7,70,111.0,2006,17,17,6.82,Mid,1155,6.79,67.52,83691,20.39,367
s9737,Beyond the Horizon,Movie,Peacock,Drama,6.2,50,105.0,2011,10,10,5.72,Mid,2832,6.82,67.28,188250,20.92,853
s9738,In the Name of Love,Movie,Disney+,Adventure,4.5,49,108.0,2023,10,10,4.66,Recent,332,6.86,67.9,29049,19.63,104
s9739,Between Two Worlds,Movie,Hulu,Drama,4.8,43,128.0,2016,5,5,4.6,Recent,2832,6.82,67.28,188250,20.92,853
s9740,A Dark Mirror,Movie,Hulu,Action,6.8,67,115.0,2017,461,461,6.76,Recent,1078,6.78,67.18,72029,49.17,321
s9741,The Watchmaker,Movie,Amazon Prime Video,Thriller,6.8,65,128.0,2022,218,218,6.68,Recent,1155,6.79,67.52,83691,20.39,367
s9742,In the Shadow of Giants,Movie,Netflix,Comedy,7.2,82,104.0,2011,192,192,7.6,Mid,2180,6.86,68.5,152111,20.3,694
s9743,The Last Kingdom,Movie,Amazon Prime Video,Animation,6.1,67,77.0,2021,1,1,6.34,Recent,876,6.8,67.75,72738,52.61,267
s9744,Severance,TV Show,Netflix,Crime,8.5,90,,2024,195,195,8.7,Recent,1002,6.83,68.01,65679,20.92,261
s9745,When the Stars Fall,Movie,Amazon Prime Video,Comedy,6.5,64,88.0,2026,1,1,6.46,Recent,2180,6.86,68.5,152111,20.3,694
s9746,The Cartographer,Movie,Disney+,Drama,7.6,77,65.0,2015,0,0,7.64,Mid,2832,6.82,67.28,188250,20.92,853
s9747,The Hunter,Movie,Amazon Prime Video,War,6.2,54,190.0,2020,159,159,5.88,Recent,102,6.88,68.19,7395,18.04,32
s9748,The Crown: Uprising,TV Show,Netflix,Reality TV,6.2,65,,2021,83,83,6.32,Recent,618,6.56,65.36,37974,,146
s9749,A Distant Memory,Movie,Paramount+,Drama,8.1,83,113.0,2015,3,3,8.18,Mid,2832,6.82,67.28,188250,20.92,853
s9750,Between Tomorrow and Never,Movie,Hulu,Mystery,6.8,66,127.0,2014,1,1,6.72,Mid,368,6.97,69.91,26928,18.61,156
s9751,Ted Lasso: Uprising,TV Show,Amazon Prime Video,Crime,6.4,71,,2001,13,13,6.68,Older,1002,6.83,68.01,65679,20.92,261
s9752,The Conductor,Movie,Amazon Prime Video,Drama,6.6,76,124.0,2020,0,0,7.0,Recent,2832,6.82,67.28,188250,20.92,853
s9753,The Night Agent: Legacy,TV Show,Amazon Prime Video,Mystery,4.5,38,,2022,1,1,4.22,Recent,368,6.97,69.91,26928,18.61,156
s9754,Only Murders,TV Show,Netflix,Drama,7.0,64,,1996,1028,1028,6.76,Older,2832,6.82,67.28,188250,20.92,853
s9755,Kingdom,TV Show,Disney+,Crime,6.6,68,,2023,6,6,6.68,Recent,1002,6.83,68.01,65679,20.92,261
s9756,The Witcher,TV Show,HBO Max,Crime,6.9,50,,2023,1404,1404,6.14,Recent,1002,6.83,68.01,65679,20.92,261
s9757,A Fragile Heart,Movie,Amazon Prime Video,Comedy,6.2,61,96.0,2021,1,1,6.16,Recent,2180,6.86,68.5,152111,20.3,694
s9758,The Gentlemen,TV Show,Netflix,Game Show,7.2,77,,2019,7,7,7.4,Recent,139,6.78,66.91,8621,,32
s9759,A Broken Promise,Movie,Paramount+,Crime,8.1,81,58.0,2008,231,231,8.1,Mid,1002,6.83,68.01,65679,20.92,261
s9760,The Queen's Gambit,Movie,Amazon Prime Video,Drama,4.6,42,140.0,2012,5,5,4.44,Mid,2832,6.82,67.28,188250,20.92,853
s9761,Between Lives,Movie,HBO Max,Documentary,6.9,61,69.0,2017,4,4,6.58,Recent,1065,6.91,68.65,61809,3.64,360
s9762,The Last Journey,Movie,HBO Max,Drama,7.7,86,129.0,2024,53,53,8.06,Recent,2832,6.82,67.28,188250,20.92,853
s9763,Labyrinth,Movie,Apple TV+,Drama,6.3,63,117.0,1981,39,39,6.3,Older,2832,6.82,67.28,188250,20.92,853
s9764,The White Lotus,TV Show,JioCinema,Sports,5.9,70,,1984,170,170,6.34,Older,76,6.82,68.59,11368,,26
s9765,In the Heart of Winter,Movie,HBO Max,Thriller,6.2,57,99.0,2018,0,0,6.0,Recent,1155,6.79,67.52,83691,20.39,367
s9766,The Oracle,Movie,Disney+,Drama,6.5,58,89.0,2025,55,55,6.22,Recent,2832,6.82,67.28,188250,20.92,853
s9767,The Bear,TV Show,Paramount+,Thriller,7.1,86,,2021,8,8,7.7,Recent,1155,6.79,67.52,83691,20.39,367
s9768,The Night Agent: Origins,TV Show,Hulu,Comedy,4.8,43,,2025,11,11,4.6,Recent,2180,6.86,68.5,152111,20.3,694
s9769,The Gentlemen: Origins,TV Show,Disney+,Crime,6.1,55,,2011,12,12,5.86,Mid,1002,6.83,68.01,65679,20.92,261
s9770,The Morning Show,TV Show,Netflix,Mystery,7.7,87,,2010,45,45,8.1,Mid,368,6.97,69.91,26928,18.61,156
s9771,The Sandman,TV Show,Disney+,Drama,7.7,87,,2024,17,17,8.1,Recent,2832,6.82,67.28,188250,20.92,853
s9772,The Empress,TV Show,Peacock,Drama,7.7,83,,2024,45,45,7.94,Recent,2832,6.82,67.28,188250,20.92,853
s9773,Mr. Robot,TV Show,Disney+,Mystery,6.5,50,,2023,27,27,5.9,Recent,368,6.97,69.91,26928,18.61,156
s9774,Squid Game,TV Show,Netflix,Thriller,5.8,59,,2025,4,4,5.84,Recent,1155,6.79,67.52,83691,20.39,367
s9775,Shogun,TV Show,Amazon Prime Video,Comedy,7.5,66,,2018,36,36,7.14,Recent,2180,6.86,68.5,152111,20.3,694
s9776,Succession,TV Show,Disney+,Drama,6.3,60,,2024,49,49,6.18,Recent,2832,6.82,67.28,188250,20.92,853
s9777,Squid Game,TV Show,Netflix,Drama,6.7,65,,2023,7,7,6.62,Recent,2832,6.82,67.28,188250,20.92,853
s9778,Between Lines,Movie,Netflix,Action,5.8,67,126.0,1980,8,8,6.16,,1078,6.78,67.18,72029,49.17,321
s9779,The Last Light,Movie,Hulu,Sci-Fi,6.6,61,106.0,2010,166,166,6.4,Mid,873,6.85,68.19,83711,48.59,303
s9780,Between Two Worlds,Movie,Disney+,Documentary,7.5,85,100.0,2024,38,38,7.9,Recent,1065,6.91,68.65,61809,3.64,360
s9781,The Recruit: Return,TV Show,Netflix,Game Show,8.0,83,,2011,1,1,8.12,Mid,139,6.78,66.91,8621,,32
s9782,The Morning Show,TV Show,Netflix,Thriller,6.6,60,,2011,8,8,6.36,Mid,1155,6.79,67.52,83691,20.39,367
s9783,The Astronaut,Movie,Apple TV+,Adventure,8.0,77,92.0,2011,154,154,7.88,Mid,332,6.86,67.9,29049,19.63,104
s9784,The Bear,TV Show,HBO Max,Animation,5.3,62,,2010,2,2,5.66,Mid,876,6.8,67.75,72738,52.61,267
s9785,The Cartographer,Movie,Apple TV+,Drama,6.4,55,99.0,2021,27,27,6.04,Recent,2832,6.82,67.28,188250,20.92,853
s9786,When Love Breaks,Movie,Netflix,Sci-Fi,8.0,93,102.0,2024,7,7,8.52,Recent,873,6.85,68.19,83711,48.59,303
s9787,The Lincoln Lawyer,TV Show,Amazon Prime Video,Mystery,4.7,33,,2012,386,386,4.14,Mid,368,6.97,69.91,26928,18.61,156
s9788,Ozark,TV Show,Netflix,Thriller,6.0,56,,1994,22,22,5.84,Older,1155,6.79,67.52,83691,20.39,367
s9789,Severance,TV Show,Paramount+,Documentary,5.8,53,,2018,0,0,5.6,Recent,1065,6.91,68.65,61809,3.64,360
s9790,The Last Dance,Movie,Disney+,Crime,7.6,67,90.0,1987,1,1,7.24,Older,1002,6.83,68.01,65679,20.92,261
s9791,Beyond Reality,Movie,Netflix,Crime,5.7,62,97.0,2019,57,57,5.9,Recent,1002,6.83,68.01,65679,20.92,261
s9792,Revelation,Movie,HBO Max,Action,8.6,81,141.0,2013,301,301,8.4,Mid,1078,6.78,67.18,72029,49.17,321
s9793,Resurrection,Movie,Apple TV+,Horror,5.9,43,138.0,2017,139,139,5.26,Recent,519,6.55,64.52,39706,21.33,128
s9794,The Oracle,Movie,Peacock,Drama,6.9,74,157.0,1995,124,124,7.1,Older,2832,6.82,67.28,188250,20.92,853
s9795,Dark,TV Show,HBO Max,Crime,5.9,54,,2019,6,6,5.7,Recent,1002,6.83,68.01,65679,20.92,261
s9796,Reacher: Revenge,TV Show,Hulu,Crime,6.8,68,,2024,11,11,6.8,Recent,1002,6.83,68.01,65679,20.92,261
s9797,The Astronaut,Movie,Peacock,Drama,5.6,62,131.0,2023,13,13,5.84,Recent,2832,6.82,67.28,188250,20.92,853
s9798,The Recruit,TV Show,Hulu,Documentary,6.8,69,,2022,8,8,6.84,Recent,1065,6.91,68.65,61809,3.64,360
s9799,When Love Breaks,Movie,Netflix,Drama,8.1,75,114.0,2020,5,5,7.86,Recent,2832,6.82,67.28,188250,20.92,853
s9800,The Cartographer,Movie,Netflix,Thriller,6.3,69,131.0,1992,8,8,6.54,Older,1155,6.79,67.52,83691,20.39,367
s9801,Beyond Shadows,Movie,Hulu,Horror,3.2,33,132.0,2018,1,1,3.24,Recent,519,6.55,64.52,39706,21.33,128
s9802,Shogun: Revenge,TV Show,Amazon Prime Video,Sci-Fi,6.1,65,,2023,6,6,6.26,Recent,873,6.85,68.19,83711,48.59,303
s9803,The Morning Show,TV Show,Netflix,Crime,4.6,54,,2024,0,0,4.92,Recent,1002,6.83,68.01,65679,20.92,261
s9804,Beyond the Silence,Movie,Apple TV+,Documentary,6.1,62,110.0,2015,0,0,6.14,Mid,1065,6.91,68.65,61809,3.64,360
s9805,A Distant Memory,Movie,Paramount+,Animation,5.7,59,73.0,2008,1,1,5.78,Mid,876,6.8,67.75,72738,52.61,267
s9806,Echoes,Movie,Apple TV+,Drama,9.0,95,95.0,2005,0,0,9.2,Older,2832,6.82,67.28,188250,20.92,853
s9807,The Witcher,TV Show,Hulu,Reality TV,7.2,73,,2021,1,1,7.24,Recent,618,6.56,65.36,37974,,146
s9808,When You Return,Movie,Paramount+,Adventure,9.1,88,93.0,2018,1,1,8.98,Recent,332,6.86,67.9,29049,19.63,104
s9809,The Last Kingdom,Movie,Netflix,Animation,8.0,95,96.0,2022,6,6,8.6,Recent,876,6.8,67.75,72738,52.61,267
s9810,Mr. Robot,TV Show,Disney+,Comedy,7.7,80,,2018,21,21,7.82,Recent,2180,6.86,68.5,152111,20.3,694
s9811,Emily in Paris,TV Show,Paramount+,Drama,7.1,73,,1989,0,0,7.18,Older,2832,6.82,67.28,188250,20.92,853
s9812,The Last Summer,Movie,Netflix,Comedy,7.1,77,97.0,2006,14,14,7.34,Mid,2180,6.86,68.5,152111,20.3,694
s9813,The Watchmaker,Movie,Amazon Prime Video,Animation,7.9,75,94.0,2020,10,10,7.74,Recent,876,6.8,67.75,72738,52.61,267
s9814,Vertigo,Movie,HBO Max,Romance,8.9,77,82.0,2025,74,74,8.42,Recent,590,6.8,67.26,45855,19.1,187
s9815,In the Depths of Night,Movie,Netflix,Drama,6.9,64,52.0,2026,383,383,6.7,Recent,2832,6.82,67.28,188250,20.92,853
s9816,Between Lives,Movie,Disney+,Adventure,8.8,85,95.0,1995,874,874,8.68,Older,332,6.86,67.9,29049,19.63,104
s9817,The Gentlemen,TV Show,Amazon Prime Video,Sci-Fi,7.2,79,,2011,38,38,7.48,Mid,873,6.85,68.19,83711,48.59,303
s9818,Eclipse,Movie,HBO Max,Drama,8.0,79,161.0,2013,21,21,7.96,Mid,2832,6.82,67.28,188250,20.92,853
s9819,Beyond Reality,Movie,Disney+,Documentary,8.8,95,93.0,2018,8,8,9.08,Recent,1065,6.91,68.65,61809,3.64,360
s9820,Beyond Redemption,Movie,Amazon Prime Video,Action,5.7,71,104.0,2021,170,170,6.26,Recent,1078,6.78,67.18,72029,49.17,321
s9821,Black Mirror,TV Show,Amazon Prime Video,Mystery,7.2,72,,1989,22,22,7.2,Older,368,6.97,69.91,26928,18.61,156
s9822,The Last Dance,Movie,Amazon Prime Video,Animation,6.6,68,94.0,2011,27,27,6.68,Mid,876,6.8,67.75,72738,52.61,267
s9823,Ozark,TV Show,Paramount+,Reality TV,7.2,78,,2013,93,93,7.44,Mid,618,6.56,65.36,37974,,146
s9824,The Last Dance,Movie,Amazon Prime Video,Drama,8.3,76,121.0,2020,137,137,8.02,Recent,2832,6.82,67.28,188250,20.92,853
s9825,Paradox,Movie,Netflix,Thriller,7.1,68,130.0,2016,0,0,6.98,Recent,1155,6.79,67.52,83691,20.39,367
s9826,When Night Comes,Movie,Amazon Prime Video,Thriller,6.5,52,140.0,2021,4,4,5.98,Recent,1155,6.79,67.52,83691,20.39,367
s9827,Money Heist,TV Show,Amazon Prime Video,Drama,7.8,81,,2022,3,3,7.92,Recent,2832,6.82,67.28,188250,20.92,853
s9828,Between Lives,Movie,Apple TV+,Thriller,9.0,72,98.0,2021,8,8,8.28,Recent,1155,6.79,67.52,83691,20.39,367
s9829,The Last Journey,Movie,Amazon Prime Video,Horror,6.6,77,140.0,2014,32,32,7.04,Mid,519,6.55,64.52,39706,21.33,128
s9830,Shogun,TV Show,Peacock,Anime,5.7,60,,2017,33,33,5.82,Recent,287,6.84,67.46,28260,,88
s9831,Beyond Redemption,Movie,Paramount+,Action,7.0,77,121.0,2024,13,13,7.28,Recent,1078,6.78,67.18,72029,49.17,321
s9832,The Gentlemen,TV Show,Amazon Prime Video,Drama,8.1,81,,2026,2,2,8.1,Recent,2832,6.82,67.28,188250,20.92,853
s9833,In the Shadow of Giants,Movie,Hulu,Drama,5.4,62,148.0,2018,4,4,5.72,Recent,2832,6.82,67.28,188250,20.92,853
s9834,Beyond Reality,Movie,Hulu,Horror,5.5,60,101.0,2000,51,51,5.7,Older,519,6.55,64.52,39706,21.33,128
s9835,The Diplomat,TV Show,Netflix,Crime,7.0,76,,1994,10,10,7.24,Older,1002,6.83,68.01,65679,20.92,261
s9836,The Diplomat,TV Show,HBO Max,Mystery,8.0,77,,2021,6,6,7.88,Recent,368,6.97,69.91,26928,18.61,156
s9837,Lupin: Revenge,TV Show,Amazon Prime Video,Talk Show,3.9,34,,2018,1,1,3.7,Recent,138,6.73,66.49,11180,,49
s9838,The Last Dance,Movie,Netflix,Animation,5.3,60,111.0,2025,41,41,5.58,Recent,876,6.8,67.75,72738,52.61,267
s9839,The White Lotus: Return,TV Show,Amazon Prime Video,Thriller,3.4,32,,2017,9,9,3.32,Recent,1155,6.79,67.52,83691,20.39,367
s9840,Between Lines,Movie,Hulu,Comedy,7.9,86,84.0,2022,7,7,8.18,Recent,2180,6.86,68.5,152111,20.3,694
s9841,Bridgerton,TV Show,Netflix,Drama,6.9,58,,1981,0,0,6.46,Older,2832,6.82,67.28,188250,20.92,853
s9842,Money Heist,TV Show,Apple TV+,Comedy,8.5,86,,2018,74,74,8.54,Recent,2180,6.86,68.5,152111,20.3,694
s9843,Between Tomorrow and Never,Movie,Paramount+,Thriller,5.0,45,149.0,2014,417,417,4.8,Mid,1155,6.79,67.52,83691,20.39,367
s9844,The Witcher,TV Show,Amazon Prime Video,Documentary,6.7,86,,2009,0,0,7.46,Mid,1065,6.91,68.65,61809,3.64,360
s9845,The Last of Us,TV Show,Apple TV+,Animation,6.9,68,,2005,21,21,6.86,Older,876,6.8,67.75,72738,52.61,267
s9846,The Astronaut,Movie,Netflix,Drama,7.5,92,100.0,1990,355,355,8.18,Older,2832,6.82,67.28,188250,20.92,853
s9847,When Night Comes,Movie,Netflix,Action,5.1,45,104.0,2013,30,30,4.86,Mid,1078,6.78,67.18,72029,49.17,321
s9848,The Night Agent,TV Show,Disney+,Drama,6.7,58,,1993,30,30,6.34,Older,2832,6.82,67.28,188250,20.92,853
s9849,Resurrection,Movie,Amazon Prime Video,Mystery,6.9,84,94.0,2022,4,4,7.5,Recent,368,6.97,69.91,26928,18.61,156
s9850,Stranger Things: Return,TV Show,Netflix,Comedy,8.6,82,,2022,22,22,8.44,Recent,2180,6.86,68.5,152111,20.3,694
s9851,Narcos,TV Show,Amazon Prime Video,Comedy,5.6,51,,2016,16,16,5.4,Recent,2180,6.86,68.5,152111,20.3,694
s9852,The White Lotus,TV Show,HBO Max,Kids,9.0,79,,2007,2,2,8.56,Mid,388,6.81,67.13,28861,,114
s9853,The White Lotus,TV Show,Disney+,Sci-Fi,6.5,78,,2026,8,8,7.02,Recent,873,6.85,68.19,83711,48.59,303
s9854,Between Us,Movie,Disney+,Action,5.4,53,114.0,1980,0,0,5.36,,1078,6.78,67.18,72029,49.17,321
s9855,In the Heart of Winter,Movie,JioCinema,Documentary,7.0,71,89.0,1983,13,13,7.04,Older,1065,6.91,68.65,61809,3.64,360
s9856,Beyond Reality,Movie,Amazon Prime Video,Drama,5.0,42,108.0,2004,4,4,4.68,Older,2832,6.82,67.28,188250,20.92,853
s9857,Kingdom,TV Show,Disney+,Comedy,7.0,70,,2025,1,1,7.0,Recent,2180,6.86,68.5,152111,20.3,694
s9858,The Last Witness,Movie,Disney+,Comedy,5.8,79,112.0,2024,186,186,6.64,Recent,2180,6.86,68.5,152111,20.3,694
s9859,Ted Lasso,TV Show,Amazon Prime Video,Sci-Fi,8.8,83,,1989,43,43,8.6,Older,873,6.85,68.19,83711,48.59,303
s9860,Between Tomorrow and Never,Movie,Disney+,Musical,5.8,60,121.0,2007,1,1,5.88,Mid,96,6.72,65.12,4813,21.48,34
s9861,Emily in Paris,TV Show,Amazon Prime Video,Documentary,7.4,79,,2014,23,23,7.6,Mid,1065,6.91,68.65,61809,3.64,360
s9862,Beyond the Horizon,Movie,Netflix,Action,6.3,58,160.0,2015,24,24,6.1,Mid,1078,6.78,67.18,72029,49.17,321
s9863,Succession,TV Show,HBO Max,Drama,7.6,76,,2020,8,8,7.6,Recent,2832,6.82,67.28,188250,20.92,853
s9864,The Crown,TV Show,Hulu,Thriller,6.2,68,,2021,17,17,6.44,Recent,1155,6.79,67.52,83691,20.39,367
s9865,The Crown: Uprising,TV Show,Netflix,Drama,6.3,60,,2026,2,2,6.18,Recent,2832,6.82,67.28,188250,20.92,853
s9866,The Gentlemen: Origins,TV Show,HBO Max,Talk Show,7.9,60,,1986,28,28,7.14,Older,138,6.73,66.49,11180,,49
s9867,A Quiet Place,Movie,Netflix,War,6.8,65,119.0,2011,2,2,6.68,Mid,102,6.88,68.19,7395,18.04,32
s9868,Bridgerton,TV Show,Hulu,Drama,7.0,79,,2014,11,11,7.36,Mid,2832,6.82,67.28,188250,20.92,853
s9869,Reacher: Return,TV Show,Disney+,Animation,6.0,61,,2018,14,14,6.04,Recent,876,6.8,67.75,72738,52.61,267
s9870,The Crown,TV Show,Hulu,Reality TV,7.2,89,,2022,77,77,7.88,Recent,618,6.56,65.36,37974,,146
s9871,The Diplomat,TV Show,Paramount+,Kids,7.6,76,,2015,14,14,7.6,Mid,388,6.81,67.13,28861,,114
s9872,The Gentlemen,TV Show,HBO Max,Reality TV,5.5,52,,1988,0,0,5.38,Older,618,6.56,65.36,37974,,146
s9873,The Lincoln Lawyer,TV Show,Apple TV+,Crime,5.0,48,,2013,1,1,4.92,Mid,1002,6.83,68.01,65679,20.92,261
s9874,The Witcher,TV Show,Amazon Prime Video,Reality TV,8.2,75,,2017,0,0,7.92,Recent,618,6.56,65.36,37974,,146
s9875,House of Cards: Revenge,TV Show,Amazon Prime Video,Thriller,6.1,69,,2018,5,5,6.42,Recent,1155,6.79,67.52,83691,20.39,367
s9876,Beyond the Silence,Movie,Netflix,Romance,6.6,62,119.0,2005,9,9,6.44,Older,590,6.8,67.26,45855,19.1,187
s9877,Between Us,Movie,Netflix,Drama,6.9,69,113.0,2020,2,2,6.9,Recent,2832,6.82,67.28,188250,20.92,853
s9878,The Marvelous Mrs,TV Show,Amazon Prime Video,Crime,9.2,85,,2023,23,23,8.92,Recent,1002,6.83,68.01,65679,20.92,261
s9879,A Distant Memory,Movie,Peacock,Action,6.1,74,141.0,2013,78,78,6.62,Mid,1078,6.78,67.18,72029,49.17,321
s9880,The Last Dance,Movie,JioCinema,Comedy,7.4,80,103.0,2010,4,4,7.64,Mid,2180,6.86,68.5,152111,20.3,694
s9881,The Oracle,Movie,Amazon Prime Video,Comedy,4.5,52,132.0,1996,27,27,4.78,Older,2180,6.86,68.5,152111,20.3,694
s9882,The Marvelous Mrs,TV Show,Amazon Prime Video,Comedy,8.6,90,,2023,64,64,8.76,Recent,2180,6.86,68.5,152111,20.3,694
s9883,Beyond the Horizon,Movie,Disney+,Thriller,6.5,55,128.0,1984,83,83,6.1,Older,1155,6.79,67.52,83691,20.39,367
s9884,In the Depths of Night,Movie,Disney+,Drama,6.8,75,127.0,2006,5,5,7.08,Mid,2832,6.82,67.28,188250,20.92,853
s9885,Stranger Things: Revenge,TV Show,Netflix,Documentary,7.0,69,,2023,1,1,6.96,Recent,1065,6.91,68.65,61809,3.64,360
s9886,The Marvelous Mrs,TV Show,Hulu,Crime,9.0,99,,1987,15,15,9.36,Older,1002,6.83,68.01,65679,20.92,261
s9887,The Lincoln Lawyer,TV Show,Paramount+,Thriller,6.9,63,,2021,1,1,6.66,Recent,1155,6.79,67.52,83691,20.39,367
s9888,The Last Witness,Movie,Disney+,Romance,7.0,83,117.0,2026,14,14,7.52,Recent,590,6.8,67.26,45855,19.1,187
s9889,Midnight,Movie,Amazon Prime Video,Horror,7.7,77,87.0,2021,0,0,7.7,Recent,519,6.55,64.52,39706,21.33,128
s9890,The Marvelous Mrs,TV Show,Netflix,Anime,7.3,82,,2023,0,0,7.66,Recent,287,6.84,67.46,28260,,88
s9891,Beyond Forever,Movie,Hulu,Horror,6.0,61,95.0,2010,1,1,6.04,Mid,519,6.55,64.52,39706,21.33,128
s9892,Vertigo,Movie,Amazon Prime Video,Comedy,8.4,78,117.0,2023,14,14,8.16,Recent,2180,6.86,68.5,152111,20.3,694
s9893,Fallout,TV Show,Crunchyroll,Drama,7.8,65,,2022,4,4,7.28,Recent,2832,6.82,67.28,188250,20.92,853
s9894,The Sandman,TV Show,Netflix,Talk Show,7.8,86,,2017,0,0,8.12,Recent,138,6.73,66.49,11180,,49
s9895,The Sandman,TV Show,Apple TV+,Sci-Fi,6.6,73,,2024,4,4,6.88,Recent,873,6.85,68.19,83711,48.59,303
s9896,When Night Comes,Movie,Amazon Prime Video,Drama,5.2,57,122.0,2023,51,51,5.4,Recent,2832,6.82,67.28,188250,20.92,853
s9897,Echoes,Movie,Netflix,Comedy,5.1,55,118.0,2012,20,20,5.26,Mid,2180,6.86,68.5,152111,20.3,694
s9898,The Cartographer,Movie,Netflix,Comedy,4.6,46,97.0,2002,12,12,4.6,Older,2180,6.86,68.5,152111,20.3,694
s9899,The Empress,TV Show,Netflix,Crime,7.7,72,,2005,34,34,7.5,Older,1002,6.83,68.01,65679,20.92,261
s9900,The Recruit: Return,TV Show,Amazon Prime Video,Crime,7.3,75,,2022,98,98,7.38,Recent,1002,6.83,68.01,65679,20.92,261
s9901,The Last of Us,TV Show,Netflix,Drama,5.4,56,,2016,0,0,5.48,Recent,2832,6.82,67.28,188250,20.92,853
s9902,Between Us,Movie,Netflix,Action,6.0,69,146.0,1992,54,54,6.36,Older,1078,6.78,67.18,72029,49.17,321
